ticker,season,year,quarter,earnings_date,analysis_date,revr
JPM,Q1 2014,2014,Q1,2014-01-14,2013-12-15,1.4669006073372992
GE,Q1 2014,2014,Q1,2014-01-17,2013-12-18,1.7528303417918687
IBM,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.1150530365956997
EBAY,Q1 2014,2014,Q1,2014-01-22,2013-12-23,0.9388451487555918
T,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.307214111921298
INTC,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.1607750580542313
GM,Q1 2014,2014,Q1,2014-02-06,2014-01-07,1.00657345107988
CSCO,Q1 2014,2014,Q1,2014-02-12,2014-01-13,0.7936769198947881
GILD,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.9886362456211389
VZ,Q1 2014,2014,Q1,2014-01-21,2013-12-22,0.8759184488405659
WFC,Q1 2014,2014,Q1,2014-01-14,2013-12-15,1.3300961820991608
MU,Q1 2014,2014,Q1,2014-01-07,2013-12-08,1.3930622173669793
PG,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.4254724175718207
JNJ,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.7178117531791497
QCOM,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.1153648021971283
PFE,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.4527592230263762
MRK,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.6671129962406921
V,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.6519833367364283
F,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.9372389875814829
CVX,Q1 2014,2014,Q1,2014-01-31,2014-01-01,1.3099088049449448
BA,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.3091120999186905
CAT,Q1 2014,2014,Q1,2014-01-27,2013-12-28,1.4132719265119646
CMCSA,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.1792587097661975
ORCL,Q1 2014,2014,Q1,2014-03-18,2014-02-16,1.3749767603535803
BMY,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.3933178778835695
CELG,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.956812493771334
GS,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.636808461298817
KO,Q1 2014,2014,Q1,2014-02-18,2014-01-19,0.8717253653918999
WMT,Q1 2014,2014,Q1,2014-02-20,2014-01-21,0.902841038711722
MCD,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.1598564438927763
PM,Q1 2014,2014,Q1,2014-02-06,2014-01-07,0.9621735630235189
HD,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.0897642161524599
DIS,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.9327395979196502
LNKD,Q1 2014,2014,Q1,2014-02-06,2014-01-07,0.9369179716083259
ICPT,Q1 2014,2014,Q1,2014-03-14,2014-02-12,1.2904432359501508
SBUX,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.2777091063000536
MCK,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.7446172257114412
AAL,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.9045385008786433
BIIB,Q1 2014,2014,Q1,2014-01-29,2013-12-30,0.8150645822806238
AIG,Q1 2014,2014,Q1,2014-02-13,2014-01-14,0.764572714887646
DAL,Q1 2014,2014,Q1,2014-01-21,2013-12-22,0.930741902013343
HAL,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.379794450595274
VLO,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.1212290155726456
DDD,Q1 2014,2014,Q1,2014-02-28,2014-01-29,0.6798401252281979
MS,Q1 2014,2014,Q1,2014-01-17,2013-12-18,1.3986808726343523
AXP,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.7334301744634062
AMGN,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.7621781620997959
FCX,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.2661190150938724
HPQ,Q1 2014,2014,Q1,2014-02-20,2014-01-21,0.9036113885160879
LVS,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.0404036095018263
WYNN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.026758152384068
UNP,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.4263649556818145
TWC,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.8984046458059793
BBY,Q1 2014,2014,Q1,2014-02-27,2014-01-28,0.9364136321780229
PEP,Q1 2014,2014,Q1,2014-02-13,2014-01-14,0.9209221627161568
CVS,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.769025976529278
ABBV,Q1 2014,2014,Q1,2014-01-31,2014-01-01,0.9788446661852696
UNH,Q1 2014,2014,Q1,2014-01-16,2013-12-17,0.9764595321500693
UPS,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.9571005455296155
TWX,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.9182918630573116
TGT,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.4248433758875716
MDLZ,Q1 2014,2014,Q1,2014-02-12,2014-01-13,0.7890969237983951
ILMN,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.6683720865679791
APC,Q1 2014,2014,Q1,2014-02-03,2014-01-04,0.8662988295135987
MMM,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0127898924751713
USB,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.45763545306205
OXY,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0425936030155898
UAL,Q1 2014,2014,Q1,2014-01-23,2013-12-24,0.8910563631689924
LLY,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.2103368901216023
ESRX,Q1 2014,2014,Q1,2014-02-20,2014-01-21,1.4962690148656095
MA,Q1 2014,2014,Q1,2014-01-31,2014-01-01,0.4571395132075197
MO,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.7376482662368047
COP,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.151407743784824
CMG,Q1 2014,2014,Q1,2014-01-30,2013-12-31,2.0158585690526456
SIRI,Q1 2014,2014,Q1,2014-02-04,2014-01-05,1.005315559655683
JNPR,Q1 2014,2014,Q1,2014-01-23,2013-12-24,0.9525366085148741
LMT,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.6651701191243264
MDT,Q1 2014,2014,Q1,2014-02-18,2014-01-19,0.6230364180253645
MGM,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.7597839875400197
NUS,Q1 2014,2014,Q1,2014-03-03,2014-02-01,1.6841949333368278
MPC,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.0928703055366435
FDX,Q1 2014,2014,Q1,2014-03-19,2014-02-17,0.9587217685656494
NOV,Q1 2014,2014,Q1,2014-01-31,2014-01-01,1.0142323557692847
BHI,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.212350275777871
LOW,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.0637441138346637
ISRG,Q1 2014,2014,Q1,2014-01-23,2013-12-24,0.6500478885467278
AGN,Q1 2014,2014,Q1,2014-02-20,2014-01-21,1.068629752188742
ABT,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.5943412106624117
TXN,Q1 2014,2014,Q1,2014-01-21,2013-12-22,0.975823162537874
NKE,Q1 2014,2014,Q1,2014-03-20,2014-02-18,1.6399260059352647
PXD,Q1 2014,2014,Q1,2014-02-10,2014-01-11,0.7791044285110543
COST,Q1 2014,2014,Q1,2014-03-06,2014-02-04,0.8583193608077971
GD,Q1 2014,2014,Q1,2014-01-22,2013-12-23,3.1396343712155166
CRM,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.3719285380725608
TMO,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0166075122176603
WMB,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.7362753525797892
EOG,Q1 2014,2014,Q1,2014-02-24,2014-01-25,0.7383494187783172
FFIV,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.0849428585313339
PSX,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.109476900058937
REGN,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.8382846153086149
HON,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.8924749877493114
MET,Q1 2014,2014,Q1,2014-02-12,2014-01-13,0.6645558186491801
COF,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.6468074279831102
YUM,Q1 2014,2014,Q1,2014-02-03,2014-01-04,1.6105164472952598
DE,Q1 2014,2014,Q1,2014-02-12,2014-01-13,0.8704690132561681
JCI,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.3688871052436613
DG,Q1 2014,2014,Q1,2014-03-13,2014-02-11,1.3011774751894876
BLK,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.779166961130349
M,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.0171476163122386
DUK,Q1 2014,2014,Q1,2014-02-18,2014-01-19,0.9853919331556937
ALXN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.7007053115542385
CCI,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.1007876095038602
YELP,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.9602151209106382
VMW,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.7991086585023
CAM,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.1820982102036324
BAX,Q1 2014,2014,Q1,2014-01-23,2013-12-24,2.592859492907675
WFM,Q1 2014,2014,Q1,2014-02-12,2014-01-13,1.608585968784462
TRV,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.2564731761625512
NEM,Q1 2014,2014,Q1,2014-02-20,2014-01-21,0.6697344950403396
ICE,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.7845499872776358
ARIA,Q1 2014,2014,Q1,2014-02-25,2014-01-26,0.9489241417311421
LULU,Q1 2014,2014,Q1,2014-03-27,2014-02-25,1.028783408658448
VIAB,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0812506045059733
BRCM,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0663381378943975
GLW,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.148964804289048
TJX,Q1 2014,2014,Q1,2014-02-26,2014-01-27,0.9567547641724641
CL,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.9531222734100216
WDC,Q1 2014,2014,Q1,2014-01-22,2013-12-23,0.9154671513680722
DHR,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.8444754985367248
KMB,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.7212700294087346
GME,Q1 2014,2014,Q1,2014-03-27,2014-02-25,1.218971220275409
X,Q1 2014,2014,Q1,2014-01-27,2013-12-28,1.083538086287779
PNC,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.4466970298245339
CSX,Q1 2014,2014,Q1,2014-01-15,2013-12-16,1.8865066831385986
CTXS,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.0870442540810388
FSLR,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.768034708600166
SO,Q1 2014,2014,Q1,2014-01-29,2013-12-30,0.8999065400062309
RTN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0962309978118017
EXC,Q1 2014,2014,Q1,2014-02-06,2014-01-07,0.9040873750702054
KMI,Q1 2014,2014,Q1,2014-01-15,2013-12-16,1.7017284913616513
APA,Q1 2014,2014,Q1,2014-02-13,2014-01-14,1.0048926637296354
EMR,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.721037418158066
CTSH,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.9558151815361572
NSC,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.351051042464341
STJ,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.1381810776325538
NEE,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.0523335594417838
HES,Q1 2014,2014,Q1,2014-01-29,2013-12-30,0.9628270491836055
PPG,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.6605058059194777
CLF,Q1 2014,2014,Q1,2014-02-13,2014-01-14,0.8386171130682367
RF,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.3975465201926078
KSU,Q1 2014,2014,Q1,2014-01-24,2013-12-25,2.6073620178253836
ADM,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.7009315143079351
LUV,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.081017035736358
TSCO,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.1165951020329679
CF,Q1 2014,2014,Q1,2014-02-18,2014-01-19,1.1670647917152401
CMI,Q1 2014,2014,Q1,2014-02-06,2014-01-07,0.9671136419108214
PCP,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.968745107578252
BK,Q1 2014,2014,Q1,2014-01-17,2013-12-18,1.4472261653794547
DFS,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.2417583656709474
ADBE,Q1 2014,2014,Q1,2014-03-18,2014-02-16,1.6301302878411943
XLNX,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.167178884792899
TMUS,Q1 2014,2014,Q1,2014-02-25,2014-01-26,0.8195895867577523
CAH,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.1946665410875772
FDO,Q1 2014,2014,Q1,2014-01-09,2013-12-10,1.666398765671786
SCHW,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.4572587738340368
EQIX,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.9165677823584902
CHTR,Q1 2014,2014,Q1,2014-02-21,2014-01-22,0.7906823506053501
DVN,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.7627926958029188
CME,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.9472243480830218
NTAP,Q1 2014,2014,Q1,2014-02-12,2014-01-13,0.6935431529109075
PRU,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.8188178017384062
LEN,Q1 2014,2014,Q1,2014-03-20,2014-02-18,0.909469272086289
GIS,Q1 2014,2014,Q1,2014-03-19,2014-02-17,0.9232493843550839
ITW,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.1044276468344794
PCYC,Q1 2014,2014,Q1,2014-02-20,2014-01-21,0.8955810055462984
EA,Q1 2014,2014,Q1,2014-01-28,2013-12-29,0.5441331136039506
NOC,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.993262940273869
DHI,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.2650340098671384
XRX,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.817212360971634
HUM,Q1 2014,2014,Q1,2014-02-05,2014-01-06,2.825999590267403
AMAT,Q1 2014,2014,Q1,2014-02-12,2014-01-13,1.3443376563432723
AZO,Q1 2014,2014,Q1,2014-03-04,2014-02-02,0.7100044156767856
GRPN,Q1 2014,2014,Q1,2014-02-20,2014-01-21,1.4476924685961132
WHR,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0772874896263271
STT,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.4834284610509534
D,Q1 2014,2014,Q1,2014-01-31,2014-01-01,1.1267255008601262
KEY,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.5745682473233582
DISH,Q1 2014,2014,Q1,2014-02-21,2014-01-22,0.9170437189231991
KSS,Q1 2014,2014,Q1,2014-02-27,2014-01-28,0.9428886380458924
FITB,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.3793251888350835
KRFT,Q1 2014,2014,Q1,2014-02-13,2014-01-14,0.673307663329144
MOS,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.7010554803015039
IP,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.7593893740074892
KR,Q1 2014,2014,Q1,2014-03-06,2014-02-04,0.8392387232364523
AET,Q1 2014,2014,Q1,2014-02-06,2014-01-07,1.303738687784841
STZ,Q1 2014,2014,Q1,2014-01-08,2013-12-09,2.4045343985697327
DLTR,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.2193410939609473
BSX,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.8369169036081292
MAT,Q1 2014,2014,Q1,2014-01-31,2014-01-01,3.1451511788607287
LO,Q1 2014,2014,Q1,2014-02-12,2014-01-13,1.7495704214848538
LNG,Q1 2014,2014,Q1,2014-02-21,2014-01-22,0.8027003237432271
FE,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.0058806232003044
PEG,Q1 2014,2014,Q1,2014-02-20,2014-01-21,1.4967407074777186
HCA,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.8690525880083508
PH,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.8294726466213995
MRO,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.9361951035369653
PHM,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.9262150930795243
SWN,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.259659473871185
RRC,Q1 2014,2014,Q1,2014-02-25,2014-01-26,0.9130951701876263
TSN,Q1 2014,2014,Q1,2014-01-31,2014-01-01,1.528839869415786
AMP,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.8264097223917062
DGX,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.1216556884527678
EXPE,Q1 2014,2014,Q1,2014-02-06,2014-01-07,1.5540306248601865
SYY,Q1 2014,2014,Q1,2014-02-03,2014-01-04,0.7711776619691457
CB,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.1183965807173293
A,Q1 2014,2014,Q1,2014-02-13,2014-01-14,1.0158186658604909
SHW,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0525470203869232
MTB,Q1 2014,2014,Q1,2014-01-17,2013-12-18,1.4447855706953023
HIG,Q1 2014,2014,Q1,2014-02-03,2014-01-04,0.7412679104886355
ADSK,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.2432311028543612
MJN,Q1 2014,2014,Q1,2014-01-31,2014-01-01,0.9953213142208528
URI,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.5521071468206058
EMN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.0969960546135886
NBL,Q1 2014,2014,Q1,2014-02-06,2014-01-07,1.1169184102209933
ALL,Q1 2014,2014,Q1,2014-02-05,2014-01-06,1.1877095302434588
ROST,Q1 2014,2014,Q1,2014-02-27,2014-01-28,0.7271137050468577
RL,Q1 2014,2014,Q1,2014-02-05,2014-01-06,1.0792166615739973
SWK,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.1338221985979553
AFL,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.8460369822285219
PPL,Q1 2014,2014,Q1,2014-02-06,2014-01-07,0.9195886863054559
MDVN,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.0785908285136658
VRTX,Q1 2014,2014,Q1,2014-01-29,2013-12-30,0.9754201286065478
SPLK,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.6043558821018191
TROW,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.4602241528645012
CLX,Q1 2014,2014,Q1,2014-02-04,2014-01-05,0.8843479705588989
FAST,Q1 2014,2014,Q1,2014-01-15,2013-12-16,1.1843498746095742
VFC,Q1 2014,2014,Q1,2014-02-14,2014-01-15,0.8506631452020798
ADP,Q1 2014,2014,Q1,2014-02-05,2014-01-06,0.8452372969063167
GWW,Q1 2014,2014,Q1,2014-01-24,2013-12-25,1.2845124116407618
TRIP,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.9237077168457578
SYK,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.44786328587146
PETM,Q1 2014,2014,Q1,2014-03-05,2014-02-03,1.1466823072128172
AMD,Q1 2014,2014,Q1,2014-01-21,2013-12-22,1.311704488261511
AEP,Q1 2014,2014,Q1,2014-01-27,2013-12-28,0.9783927009211542
MXIM,Q1 2014,2014,Q1,2014-01-23,2013-12-24,1.4625108338489141
WDAY,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.7452553787828864
EL,Q1 2014,2014,Q1,2014-02-05,2014-01-06,1.0799121841788177
OKE,Q1 2014,2014,Q1,2014-02-24,2014-01-25,0.49790582089942786
MHK,Q1 2014,2014,Q1,2014-02-20,2014-01-21,0.833911081879101
ED,Q1 2014,2014,Q1,2014-02-20,2014-01-21,1.1436937744272122
ATVI,Q1 2014,2014,Q1,2014-02-06,2014-01-07,2.5133830981292253
FOSL,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.6067332341523708
BEN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.8356045186549999
NRG,Q1 2014,2014,Q1,2014-02-28,2014-01-29,1.001413465410887
APD,Q1 2014,2014,Q1,2014-01-28,2013-12-29,1.357309174717762
LLTC,Q1 2014,2014,Q1,2014-01-14,2013-12-15,1.3918609791573728
LKQ,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.2239769951815451
SRE,Q1 2014,2014,Q1,2014-02-27,2014-01-28,0.9101062166100733
PCG,Q1 2014,2014,Q1,2014-02-11,2014-01-12,0.9509094901585899
PGR,Q1 2014,2014,Q1,2014-01-22,2013-12-23,1.7950343921073848
SBAC,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.0573913536413206
ANF,Q1 2014,2014,Q1,2014-02-26,2014-01-27,1.331309287273651
SWKS,Q1 2014,2014,Q1,2014-01-16,2013-12-17,1.2446709344289715
NOW,Q1 2014,2014,Q1,2014-01-29,2013-12-30,1.1945202848422258
CLR,Q1 2014,2014,Q1,2014-02-26,2014-01-27,0.8896969610261694
CXO,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.8129636047697224
ALGN,Q1 2014,2014,Q1,2014-01-30,2013-12-31,0.7404834823884315
RAI,Q1 2014,2014,Q1,2014-02-11,2014-01-12,1.4486563139359792
PVH,Q1 2014,2014,Q1,2014-03-25,2014-02-23,0.7396075182388728
ULTA,Q1 2014,2014,Q1,2014-03-13,2014-02-11,1.5235924182952898
TOL,Q1 2014,2014,Q1,2014-02-25,2014-01-26,0.8138796974000128
EQT,Q1 2014,2014,Q1,2014-02-13,2014-01-14,0.7071835654339363
INCY,Q1 2014,2014,Q1,2014-02-12,2014-01-13,1.0400402908807187
LRCX,Q1 2014,2014,Q1,2014-01-29,2013-12-30,0.8573442270974634
ZNGA,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.4162995423753812
MAR,Q1 2014,2014,Q1,2014-02-19,2014-01-20,0.713565964523679
ECL,Q1 2014,2014,Q1,2014-02-21,2014-01-22,0.8835888692883841
DECK,Q1 2014,2014,Q1,2014-02-27,2014-01-28,1.318430655195272
PAYX,Q1 2014,2014,Q1,2014-03-26,2014-02-24,1.0211091233622853
PLUG,Q1 2014,2014,Q1,2014-03-13,2014-02-11,1.070792872513264
EIX,Q1 2014,2014,Q1,2014-02-25,2014-01-26,1.5692852034464853
FLR,Q1 2014,2014,Q1,2014-02-18,2014-01-19,0.7820309156560632
MTW,Q1 2014,2014,Q1,2014-01-30,2013-12-31,1.2346846809412937
ZTS,Q1 2014,2014,Q1,2014-02-11,2014-01-12,1.6934560401724283
AAPL,Q2 2014,2014,Q2,2014-04-23,2014-03-24,1.8667012095635156
AMZN,Q2 2014,2014,Q2,2014-04-24,2014-03-25,1.2291854221120717
GILD,Q2 2014,2014,Q2,2014-04-22,2014-03-23,0.5986186207294916
TSLA,Q2 2014,2014,Q2,2014-05-07,2014-04-07,0.8738631494341584
BAC,Q2 2014,2014,Q2,2014-04-16,2014-03-17,1.1906991821574382
MSFT,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.7399207315287862
NFLX,Q2 2014,2014,Q2,2014-04-21,2014-03-22,1.1939528031217235
C,Q2 2014,2014,Q2,2014-04-14,2014-03-15,0.8288297339839371
VZ,Q2 2014,2014,Q2,2014-04-24,2014-03-25,1.3343671197089266
XOM,Q2 2014,2014,Q2,2014-05-01,2014-04-01,1.0718224901518805
IBM,Q2 2014,2014,Q2,2014-04-16,2014-03-17,0.9491401819275523
JPM,Q2 2014,2014,Q2,2014-04-11,2014-03-12,1.0881646113624455
AGN,Q2 2014,2014,Q2,2014-04-30,2014-03-31,0.7741173193662533
T,Q2 2014,2014,Q2,2014-04-22,2014-03-23,1.7778866022582862
PFE,Q2 2014,2014,Q2,2014-05-05,2014-04-05,0.5938875945888511
MU,Q2 2014,2014,Q2,2014-04-03,2014-03-04,1.4028750004180524
CMCSA,Q2 2014,2014,Q2,2014-04-22,2014-03-23,0.6815334641690123
INTC,Q2 2014,2014,Q2,2014-04-15,2014-03-16,0.7417015270385627
V,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.7609780301629578
CSCO,Q2 2014,2014,Q2,2014-05-14,2014-04-14,1.8342677753293282
WFC,Q2 2014,2014,Q2,2014-04-11,2014-03-12,0.848934906103868
JNJ,Q2 2014,2014,Q2,2014-04-15,2014-03-16,0.9363602163549476
GE,Q2 2014,2014,Q2,2014-04-17,2014-03-18,1.0167814059567044
GM,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.7029320411632644
QCOM,Q2 2014,2014,Q2,2014-04-23,2014-03-24,0.7062284362395149
CVX,Q2 2014,2014,Q2,2014-05-02,2014-04-02,0.8835956873368245
APC,Q2 2014,2014,Q2,2014-05-05,2014-04-05,1.2202148729382
ORCL,Q2 2014,2014,Q2,2014-06-19,2014-05-20,1.3326727265191671
PG,Q2 2014,2014,Q2,2014-04-23,2014-03-24,1.2185446704671286
KO,Q2 2014,2014,Q2,2014-04-15,2014-03-16,1.406780761690284
EBAY,Q2 2014,2014,Q2,2014-04-29,2014-03-30,0.9224544678469389
MRK,Q2 2014,2014,Q2,2014-04-29,2014-03-30,1.1502979014851014
HD,Q2 2014,2014,Q2,2014-05-20,2014-04-20,0.847674830156842
CELG,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.6036840159913732
GS,Q2 2014,2014,Q2,2014-04-17,2014-03-18,0.8511190198025984
CAT,Q2 2014,2014,Q2,2014-04-24,2014-03-25,1.1119797937793892
BIIB,Q2 2014,2014,Q2,2014-04-23,2014-03-24,0.7050775088762078
HAL,Q2 2014,2014,Q2,2014-04-21,2014-03-22,0.8317501070410932
MCD,Q2 2014,2014,Q2,2014-04-22,2014-03-23,1.0177011901067292
LNKD,Q2 2014,2014,Q2,2014-05-01,2014-04-01,0.9090179249295642
TWTR,Q2 2014,2014,Q2,2014-04-29,2014-03-30,1.2356404537357728
LVS,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.9163114269646564
DIS,Q2 2014,2014,Q2,2014-05-06,2014-04-06,0.7284765206023546
AMGN,Q2 2014,2014,Q2,2014-04-22,2014-03-23,0.714345428412531
MA,Q2 2014,2014,Q2,2014-05-01,2014-04-01,0.6125965618246157
F,Q2 2014,2014,Q2,2014-04-25,2014-03-26,0.9147110153707987
WMT,Q2 2014,2014,Q2,2014-05-15,2014-04-15,1.0848390905529117
DAL,Q2 2014,2014,Q2,2014-04-23,2014-03-24,0.681836990186053
BA,Q2 2014,2014,Q2,2014-04-23,2014-03-24,0.7524484142314413
PEP,Q2 2014,2014,Q2,2014-04-17,2014-03-18,1.1645201552749052
HPQ,Q2 2014,2014,Q2,2014-05-22,2014-04-22,1.5083239284614818
COP,Q2 2014,2014,Q2,2014-05-01,2014-04-01,0.7206237527733883
AIG,Q2 2014,2014,Q2,2014-05-05,2014-04-05,1.142055509042068
TWC,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.7187116501198937
WYNN,Q2 2014,2014,Q2,2014-05-01,2014-04-01,0.8053150926706536
AAL,Q2 2014,2014,Q2,2014-04-24,2014-03-25,0.6891944646186362
PM,Q2 2014,2014,Q2,2014-04-17,2014-03-18,0.9234045581658076
BMY,Q2 2014,2014,Q2,2014-04-29,2014-03-30,1.0786982021211766
